HP:0100318	Lafora bodies	MP:0014063	Lafora bodies	1	1
HP:0100322	Aplasia of the pyramidal tract	MP:0002878	abnormal corticospinal tract morphology	0.8636363636	1
HP:0100323	Juvenile aseptic necrosis	MP:0001533	abnormal skeleton physiology	0.5833333333	0.7
HP:0100320	Rosenthal fibres	MP:0014067	Hirano bodies	0.8636363636	0.9047619048
HP:0100321	Abnormality of the dentate nucleus	MP:0009980	abnormal cerebellum dentate nucleus morphology	0.8888888889	0.8888888889
HP:0100326	Immunologic hypersensitivity	MP:0001790	abnormal immune system physiology	0.8888888889	1
HP:0100327	Cow milk allergy	MP:0001790	abnormal immune system physiology	0.7272727273	1
HP:0100324	Scleroderma	MP:0002060	abnormal skin morphology	0.8823529412	1
HP:0100328	Carpometacarpal synostosis	MP:0004639	fused metacarpal bones	0.8839285714	1
HP:0100329	Tarsometatarsal synostosis	MP:0004642	fused metatarsal bones	0.8048780488	1
HP:0100370	Aplasia/Hypoplasia of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6690140845	0.9895833333
HP:0100373	Aplasia/Hypoplasia of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6785714286	0.9895833333
HP:0100374	Aplasia/Hypoplasia of the middle phalanx of the 5th toe	MP:0000561	adactyly	0.6762589928	1
HP:0100371	Aplasia/Hypoplasia of the distal phalanx of the 5th toe	MP:0000561	adactyly	0.6666666667	1
HP:0100372	Aplasia/Hypoplasia of the middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6785714286	0.9895833333
HP:0100377	Aplasia/hypoplasia of the proximal phalanx of the 5th toe	MP:0000561	adactyly	0.6762589928	1
HP:0100378	Absent distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6418918919	0.9895833333
HP:0100375	Aplasia/hypoplasia of the proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6785714286	0.9895833333
HP:0100376	Aplasia/hypoplasia of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6785714286	0.9895833333
HP:0100379	Aplasia of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6418918919	0.9895833333
HP:0100380	Aplasia of the distal phalanx of the 5th toe	MP:0000561	adactyly	0.6394557823	1
HP:0100381	Absent middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6506849315	0.9895833333
HP:0100384	Absent proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6506849315	0.9895833333
HP:0100385	Aplasia of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6506849315	0.9895833333
HP:0100382	Aplasia of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6506849315	0.9895833333
HP:0100383	Aplasia of the middle phalanx of the 5th toe	MP:0000561	adactyly	0.6482758621	1
HP:0100388	Aplasia of the proximal phalanges of the toes	MP:0000561	adactyly	0.64	0.8510638298
HP:0100389	Short distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5864197531	0.9895833333
HP:0100386	Aplasia of the proximal phalanx of the 5th toe	MP:0000561	adactyly	0.6482758621	1
HP:0100387	Aplasia of the middle phalanges of the toes	MP:0000561	adactyly	0.64	0.8510638298
HP:0100351	Contractures of the proximal interphalangeal joint of the 5th toe	MP:0003807	camptodactyly	0.6694214876	1
HP:0100352	Contracture of the distal interphalangeal joint of the 2nd toe	MP:0003807	camptodactyly	0.6585365854	1
HP:0100350	Contracture of the proximal interphalangeal joint of the 4th toe	MP:0003807	camptodactyly	0.6694214876	1
HP:0100355	Contractures of the distal interphalangeal joint of the 5th toe	MP:0003807	camptodactyly	0.6585365854	1
HP:0100356	Contracture of the metatarsophalangeal joint of the 2nd toe	MP:0003807	camptodactyly	0.6779661017	0.987654321
HP:0100353	Contracture of the distal interphalangeal joint of the 3rd toe	MP:0003807	camptodactyly	0.6585365854	1
HP:0100354	Contracture of the distal interphalangeal joint of the 4th toe	MP:0003807	camptodactyly	0.6585365854	1
HP:0100359	Contracture of the metatarsophalangeal joint of the 5th toe	MP:0003807	camptodactyly	0.6779661017	0.987654321
HP:0100357	Contracture of the metatarsophalangeal joint of the 3rd toe	MP:0003807	camptodactyly	0.6779661017	0.987654321
HP:0100358	Contracture of the metatarsophalangeal joint of the 4th toe	MP:0003807	camptodactyly	0.6779661017	0.987654321
HP:0100362	Aplasia of the phalanges of the 3rd toe	MP:0005230	ectrodactyly	0.6985294118	0.9895833333
HP:0100363	Aplasia of the phalanges of the 4th toe	MP:0005230	ectrodactyly	0.6985294118	0.9895833333
HP:0100360	Contractures of the joints of the upper limbs	MP:0005503	abnormal tendon morphology	0.5111111111	1
HP:0100366	Short phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6291390728	0.9895833333
HP:0100367	Short phalanx of the 4th toe	MP:0005230	ectrodactyly	0.6291390728	0.9895833333
HP:0100364	Aplasia of the phalanges of the 5th toe	MP:0000561	adactyly	0.6962962963	1
HP:0100368	Short phalanx of the 5th toe	MP:0000561	adactyly	0.6266666667	1
HP:0100369	Aplasia/Hypoplasia of the distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.6690140845	0.9895833333
HP:0100391	Short distal phalanx of the 5th toe	MP:0000561	adactyly	0.5838509317	1
HP:0100392	Short middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.59375	0.9895833333
HP:0100390	Short distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5864197531	0.9895833333
HP:0100395	Short proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.59375	0.9895833333
HP:0100396	Short proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.59375	0.9895833333
HP:0100393	Short middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.59375	0.9895833333
HP:0100394	Short middle phalanx of the 5th toe	MP:0000561	adactyly	0.5911949686	1
HP:0100399	Duplication of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100397	Short proximal phalanx of the 5th toe	MP:0000561	adactyly	0.5911949686	1
HP:0100398	Duplication of the distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0006943	Diffuse spongiform leukoencephalopathy	MP:0020139	abnormal brain external capsule morphology	0.8	0.9032258065
HP:0031900	Abnormal serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.9090909091	1
HP:0006944	Abolished vibration sense	MP:0002752	abnormal somatic nervous system morphology	0.5882352941	0.7692307692
HP:0006946	Recurrent meningitis	MP:0002152	abnormal brain morphology	0.7333333333	0.8461538462
HP:0006949	Episodic peripheral neuropathy	MP:0003632	abnormal nervous system morphology	0.6666666667	1
HP:0006951	Retrocerebellar cyst	MP:0000849	abnormal cerebellum morphology	0.696969697	1
HP:0006955	Olivopontocerebellar hypoplasia	MP:0000851	cerebellum hypoplasia	0.75	1
HP:0006956	Dilation of lateral ventricles	MP:0000825	dilated lateral ventricles	1	1
HP:0006957	Loss of ability to walk	MP:0001406	abnormal gait	0.9268292683	1
HP:0006958	Abnormal auditory evoked potentials	MP:0004738	abnormal auditory brainstem response	1	1
HP:0006960	Choroid plexus calcification	MP:0006188	calcified retina	0.65625	0.9130434783
HP:0006961	Jerky head movements	MP:0000436	abnormal head movements	0.9545454545	1
HP:0006962	Gait instability, worse in the dark	MP:0001406	abnormal gait	0.95	1
HP:0006964	Cerebral cortical neurodegeneration	MP:0000787	abnormal telencephalon morphology	0.6923076923	0.9473684211
HP:0006965	Acute necrotizing encephalopathy	MP:0013806	encephalopathy	0.8181818182	1
HP:0006970	Periventricular leukomalacia	MP:0020139	abnormal brain external capsule morphology	0.7777777778	0.9032258065
HP:0006976	Necrotizing encephalopathy	MP:0013806	encephalopathy	0.9	1
HP:0006977	Grammar-specific speech disorder	MP:0003633	abnormal nervous system physiology	0.7272727273	1
HP:0006978	Dysmyelinating leukodystrophy	MP:0013438	dysmyelination	0.9245283019	0.9607843137
HP:0006979	Sleep-wake cycle disturbance	MP:0020478	abnormal circadian sleep/wake cycle	0.6	0.6923076923
HP:0031901	Increased serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.8333333333	1
HP:0031902	Decreased serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.8333333333	1
HP:0031903	Abnormal serum selenium concentration	MP:0005266	abnormal metabolism	0.875	1
HP:0031904	Abnormal total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.7272727273	1
HP:0031905	Increased total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.6666666667	1
HP:0031906	Decreased total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.6666666667	1
HP:0031907	Anti-mitochondrial M2 antibody positivity	MP:0002425	altered susceptibility to autoimmune disorder	0.9130434783	1
HP:0031908	Micrographia	MP:0003633	abnormal nervous system physiology	0.8	1
HP:0006901	Impaired thermal sensitivity	MP:0001777	abnormal body temperature homeostasis	0.9285714286	1
HP:0006903	Congenital peripheral neuropathy	MP:0003632	abnormal nervous system morphology	0.6666666667	1
HP:0006904	Late-onset spinocerebellar degeneration	MP:0009694	abnormal spinal cord commissure morphology	0.7037037037	0.8260869565
HP:0006906	Congenital intracerebral calcification	MP:0000787	abnormal telencephalon morphology	0.76	1
HP:0006913	Frontal cortical atrophy	MP:0006254	thin cerebral cortex	0.7674418605	0.9705882353
HP:0006915	Inability to walk by childhood/adolescence	MP:0001406	abnormal gait	0.9268292683	1
HP:0006916	Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	MP:0005621	abnormal cell physiology	0.7692307692	1
HP:0006918	Diffuse cerebral sclerosis	MP:0000787	abnormal telencephalon morphology	0.9	0.9473684211
HP:0006919	Abnormal aggressive, impulsive or violent behavior	MP:0002572	abnormal emotion/affect behavior	0.9375	1
HP:0006921	Axial muscle stiffness	MP:0002106	abnormal muscle physiology	0.5714285714	1
HP:0006926	Metachromatic leukodystrophy variant	MP:0013438	dysmyelination	0.9245283019	0.9607843137
HP:0006927	Unilateral polymicrogyria	MP:0010012	ectopic cerebral cortex pyramidal cells	0.8076923077	0.8630136986
HP:0006929	Hypoglycemic encephalopathy	MP:0013806	encephalopathy	0.9	1
HP:0006930	Frontoparietal cortical dysplasia	MP:0000788	abnormal cerebral cortex morphology	0.9696969697	1
HP:0006931	Lipoma of corpus callosum	MP:0000780	abnormal corpus callosum morphology	0.5135135135	0.8636363636
HP:0006932	Transient psychotic episodes	MP:0004924	abnormal behavior	0.7222222222	1
HP:0006934	Congenital nystagmus	MP:0004844	abnormal vestibuloocular reflex	0.7183098592	1
HP:0006937	Impaired distal tactile sensation	MP:0002752	abnormal somatic nervous system morphology	0.5555555556	0.7692307692
HP:0006938	Impaired vibration sensation at ankles	MP:0002752	abnormal somatic nervous system morphology	0.5263157895	0.7692307692
HP:0100409	Complete duplication of the distal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5503875969	0.9220779221
HP:0006983	Slowly progressive spastic quadriparesis	MP:0012052	hypertonicity	0.961038961	1
HP:0006984	Distal sensory loss of all modalities	MP:0001077	abnormal spinal nerve morphology	0.5652173913	0.7222222222
HP:0006986	Upper limb spasticity	MP:0012052	hypertonicity	0.961038961	1
HP:0006988	Alobar holoprosencephaly	MP:0005157	holoprosencephaly	0.9565217391	1
HP:0006989	Dysplastic corpus callosum	MP:0000780	abnormal corpus callosum morphology	1	1
HP:0100410	Complete duplication of the middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100411	Complete duplication of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100414	Complete duplication of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100415	Complete duplication of the proximal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5590551181	0.9220779221
HP:0100412	Complete duplication of the middle phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5590551181	0.9220779221
HP:0100413	Complete duplication of the proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100418	Partial duplication of the distal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5546875	0.9220779221
HP:0100419	Partial duplication of the middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100416	Partial duplication of the distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5460992908	0.8020833333
HP:0006980	Progressive leukoencephalopathy	MP:0020139	abnormal brain external capsule morphology	0.8	0.9032258065
HP:0100417	Partial duplication of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5460992908	0.8020833333
HP:0006992	Anterior basal encephalocele	MP:0012260	encephalomeningocele	0.9736842105	1
HP:0006994	Diffuse leukoencephalopathy	MP:0020139	abnormal brain external capsule morphology	0.8	0.9032258065
HP:0006999	Basal ganglia gliosis	MP:0002183	gliosis	0.652173913	1
HP:0100421	Partial duplication of the middle phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5590551181	0.9220779221
HP:0100422	Partial duplication of the proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100420	Partial duplication of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5539568345	0.8020833333
HP:0100425	Broad middle phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0100426	Broad middle phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0100423	Partial duplication of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.55	0.8020833333
HP:0100424	Partial duplication of the proximal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5634920635	0.9220779221
HP:0100429	Broad proximal phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0006990	Myelin-dependent gliosis	MP:0002183	gliosis	0.9677419355	1
HP:0100427	Broad middle phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0100428	Broad proximal phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0100400	Duplication of the distal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5590551181	0.9220779221
HP:0100403	Duplication of the middle phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5634920635	0.9220779221
HP:0100404	Duplication of the proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5539568345	0.8020833333
HP:0100401	Duplication of the middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5539568345	0.8020833333
HP:0100402	Duplication of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5579710145	0.8020833333
HP:0100407	Complete duplication of the distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5422535211	0.8020833333
HP:0100408	Complete duplication of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5422535211	0.8020833333
HP:0100405	Duplication of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5539568345	0.8020833333
HP:0100406	Duplication of the proximal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.568	0.9220779221
HP:0100450	Curved distal phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.514084507	0.8902439024
HP:0100451	Curved distal phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.514084507	0.8902439024
HP:0100454	Osteolytic defects of the middle phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5220588235	0.9220779221
HP:0100455	Osteolytic defects of the proximal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100452	Osteolytic defects of the middle phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100453	Osteolytic defects of the middle phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100458	Osteolytic defects of the distal phalanx of the 3rd toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100459	Osteolytic defects of the distal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100456	Osteolytic defects of the proximal phalanx of the 4th toe	MP:0005230	ectrodactyly	0.5167785235	0.8020833333
HP:0100457	Osteolytic defects of the proximal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5220588235	0.9220779221
HP:0100460	Osteolytic defects of the distal phalanx of the 5th toe	MP:0009049	abnormal hallux morphology	0.5220588235	0.9220779221
HP:0100432	Broad distal phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.5328467153	0.8902439024
HP:0100433	Broad distal phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.5328467153	0.8902439024
HP:0100430	Broad proximal phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.5407407407	0.8902439024
HP:0100431	Broad distal phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.5328467153	0.8902439024
HP:0100436	Bullet-shaped middle phalanx of the 5th toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100437	Bullet-shaped proximal phalanx of the 3rd toe	MP:0005306	abnormal phalanx morphology	0.5619834711	1
HP:0100434	Bullet-shaped middle phalanx of the 3rd toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100435	Bullet-shaped middle phalanx of the 4th toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100438	Bullet-shaped proximal phalanx of the 4th toe	MP:0005306	abnormal phalanx morphology	0.5619834711	1
HP:0100439	Bullet-shaped proximal phalanx of the 5th toe	MP:0005306	abnormal phalanx morphology	0.5619834711	1
HP:0100440	Bullet-shaped distal phalanx of the 3rd toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100443	Curved middle phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100444	Curved middle phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100441	Bullet-shaped distal phalanx of the 4th toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100442	Bullet-shaped distal phalanx of the 5th toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100447	Curved proximal phalanx of the 4th toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100448	Curved proximal phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100445	Curved middle phalanx of the 5th toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100446	Curved proximal phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.5214285714	0.8902439024
HP:0100449	Curved distal phalanx of the 3rd toe	MP:0003072	abnormal metatarsal bone morphology	0.514084507	0.8902439024
HP:0100490	Camptodactyly of finger	MP:0003807	camptodactyly	0.6230769231	1
HP:0100491	Abnormality of lower limb joint	MP:0003856	abnormal hindlimb stylopod morphology	0.5	0.76
HP:0100494	Abnormal mast cell morphology	MP:0002423	abnormal mast cell physiology	1	1
HP:0100495	Mastocytosis	MP:0000324	increased mast cell number	1	1
HP:0100493	Hypoammonemia	MP:0030565	decreased circulating ammonia level	1	1
HP:0100498	Deviation of toes	MP:0009049	abnormal hallux morphology	0.8846153846	0.8961038961
HP:0100499	Tibial deviation of toes	MP:0009049	abnormal hallux morphology	0.8734177215	0.8961038961
HP:0100496	Abnormality of the vitamin B3 metabolism	MP:0013244	abnormal vitamin metabolism	0.8461538462	1
HP:0100497	Vitamin B3 deficiency	MP:0013244	abnormal vitamin metabolism	0.7857142857	1
HP:0031898	Rouleaux formation	MP:0002447	abnormal erythrocyte morphology	0.9642857143	1
HP:0031899	Abnormal coagulation factor V activity	MP:0002551	abnormal blood coagulation	0.5384615385	0.7777777778
HP:0031890	Increased urine urobilinogen	MP:0009643	abnormal urine homeostasis	0.95	1
HP:0031891	Decreased eosinophil count	MP:0002443	abnormal eosinophil differentiation	0.9868421053	1
HP:0100472	Symphalangism affecting the middle phalanx of the 5th toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100473	Symphalangism affecting the proximal phalanx of the 3rd toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100470	Symphalangism affecting the middle phalanx of the 3rd toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100471	Symphalangism affecting the middle phalanx of the 4th toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100476	Symphalangism affecting the distal phalanx of the 3rd toe	MP:0004642	fused metatarsal bones	0.5866666667	0.8888888889
HP:0100477	Symphalangism affecting the distal phalanx of the 4th toe	MP:0004642	fused metatarsal bones	0.5866666667	0.8888888889
HP:0100474	Symphalangism affecting the proximal phalanx of the 4th toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100475	Symphalangism affecting the proximal phalanx of the 5th toe	MP:0004642	fused metatarsal bones	0.5986394558	0.8888888889
HP:0100478	Symphalangism affecting the distal phalanx of the 5th toe	MP:0004642	fused metatarsal bones	0.5866666667	0.8888888889
HP:0100480	Proximal/middle symphalangism of 3rd toe	MP:0004642	fused metatarsal bones	0.5398773006	0.8888888889
HP:0100483	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal	MP:0004642	fused metatarsal bones	0.5928143713	1
HP:0100484	Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal	MP:0004642	fused metatarsal bones	0.6111111111	1
HP:0100481	Proximal/middle symphalangism of 4th toe	MP:0004642	fused metatarsal bones	0.5333333333	0.8888888889
HP:0100482	Proximal/middle symphalangism of 5th toe	MP:0004642	fused metatarsal bones	0.511627907	0.8888888889
HP:0100487	Triangular shaped distal phalanx of the 5th toe	MP:0005306	abnormal phalanx morphology	0.5811965812	1
HP:0100488	Synostosis of the proximal phalanx of the hallux with the 1st metatarsal	MP:0004642	fused metatarsal bones	0.5963855422	1
HP:0100485	Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal	MP:0004642	fused metatarsal bones	0.5928143713	1
HP:0100486	Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal	MP:0004642	fused metatarsal bones	0.6111111111	1
HP:0002009	Potter facies	MP:0003743	abnormal facial morphology	0.8947368421	1
HP:0002006	Facial cleft	MP:0008797	facial cleft	1	1
HP:0002007	Frontal bossing	MP:0030049	prominent forehead	1	1
HP:0002002	Deep philtrum	MP:0012256	abnormal philtrum morphology	0.9761904762	1
HP:0002003	Large forehead	MP:0030042	large forehead	1	1
HP:0002000	Short columella	MP:0030114	abnormal nasal columella morphology	0.9866666667	1
HP:0002019	Constipation	MP:0003267	constipation	1	1
HP:0002017	Nausea and vomiting	MP:0001663	abnormal digestive system physiology	0.5454545455	0.6666666667
HP:0002018	Nausea	MP:0003259	nausea	1	1
HP:0002015	Dysphagia	MP:0003158	dysphagia	1	1
HP:0002013	Vomiting	MP:0003260	vomiting	1	1
HP:0002014	Diarrhea	MP:0005036	diarrhea	1	1
HP:0002011	Morphological abnormality of the central nervous system	MP:0002152	abnormal brain morphology	0.8461538462	0.8461538462
HP:0002010	Narrow maxilla	MP:0000455	abnormal maxilla morphology	0.9726027397	0.9861111111
HP:0002062	Morphological abnormality of the pyramidal tract	MP:0002878	abnormal corticospinal tract morphology	1	1
HP:0002063	Rigidity	MP:0003633	abnormal nervous system physiology	0.8	1
HP:0002060	Abnormality of the cerebrum	MP:0000787	abnormal telencephalon morphology	0.9473684211	0.9473684211
HP:0002061	Lower limb spasticity	MP:0012052	hypertonicity	0.961038961	1
HP:0002068	Neuromuscular dysphagia	MP:0003158	dysphagia	0.9782608696	1
HP:0002069	Generalized tonic-clonic seizures	MP:0003997	tonic-clonic seizures	1	1
HP:0002066	Gait ataxia	MP:0001393	ataxia	0.9315068493	1
HP:0002067	Bradykinesia	MP:0005156	bradykinesia	1	1
HP:0002064	Spastic gait	MP:0012052	hypertonicity	0.9866666667	1
HP:0002073	Progressive cerebellar ataxia	MP:0001393	ataxia	0.9855072464	1
HP:0002074	Increased neuronal autofluorescent lipopigment	MP:0002229	neurodegeneration	0.8	0.9230769231
